Year 2011
Age,Men,Women
AveMonthlyPrice,FORMAL,943.1737047392195
AveMonthlyPrice,SEMIDETACHED,638.8079014242203
AveMonthlyPrice,MULTIFAMILY,773.6595552454211
AveMonthlyPrice,BACKYARD_INFORMAL,278.1906028123066
AveMonthlyPrice,INFORMAL,351.2086981299183
AveVacancy,FORMAL,0.058535
AveVacancy,SEMIDETACHED,0.059751
AveVacancy,MULTIFAMILY,0.116929
AveVacancy,BACKYARD_INFORMAL,0.021270
AveVacancy,INFORMAL,0.022762
Available land for construction by region
166002,368.205001
164002,1341.570000
199041,14794.750000
199014,3297.840000
199013,4664.355000
199026,1036.040000
199002,19202.740000
199015,2877.605000
199016,8585.155000
199025,269.240000
199027,115.035000
199028,0.035001
199029,4286.395003
199042,304.710000
199043,0.000000
199019,2501.250000
199017,2954.460000
199018,1820.715000
199020,2712.735000
199024,1391.995002
199033,2450.205003
199039,1622.710005
199040,515.755000
199050,417.995000
167002,1440.480000
199022,1495.455001
199021,1120.230001
199023,525.655001
199052,214.035000
199051,858.960000
199054,2.755000
199057,14.485000
199035,2429.130001
199034,481.470001
199036,36.480000
199037,0.040000
199045,7596.450000
199038,5601.400004
199046,0.015002
199055,1890.720000
199047,4286.285000
199048,55.595000
199030,979.250002
199031,100.760001
199032,432.705000
199004,1232.130000
199003,0.075000
199005,1847.855000
164021,0.000000
167018,1912.560000
167017,120.235000
167019,0.030000
167026,74.975000
167024,19.450000
167020,33.000000
167022,18.260000
167014,130.775000
167011,0.015000
166007,0.000000
166005,584.330000
166008,3300.775000
167006,0.010000
167008,0.000000
167007,0.010000
167009,0.005000
164016,659.420000
164014,130.265000
164017,135.580000
164018,27.835000
199007,355.970000
199053,2028.195000
199056,48.845000
167028,21.405000
199001,0.005000
164020,0.165000
167015,56.170000
167012,0.005000
167001,260.670000
167013,249.935000
167023,1.900000
167025,3.750000
167005,28.420000
167003,4.750000
167027,31.045000
167010,0.060000
167016,24.910000
166010,44.790000
166009,10.500000
166011,0.050000
199011,154.380000
164015,0.000000
199008,352.805000
199006,103.560000
164022,40.835000
199009,231.535000
199010,61.560000
166004,81.070000
Housing costs by income group
Income,rent_250,rent_500,rent_750,rent_1000,rent_1250,rent_1500,rent_1750,rent_2000,rent_2250,rent_2500,averageRent
10000,606410,139972,71008,66418,39048,52630,39677,40662,33247,86808,698
20000,39636,9860,6525,5780,4271,5732,5894,6967,6260,9487,941
30000,2536,426,333,324,303,420,518,793,1147,2973,1533
40000,317,59,33,33,22,34,53,83,148,730,1830
50000,258,39,32,29,11,29,22,35,57,375,2257
60000,139,13,18,13,9,15,8,19,22,149,2048
70000,34,8,5,5,5,3,1,3,6,159,5603
80000,317,56,26,39,16,38,29,43,60,1238,5452
90000,134,20,16,14,9,17,13,11,20,582,5935
100000,142,20,18,13,4,13,12,21,31,834,9336
jobByRegion,Empl,total
166002,6639,6639
164002,468,468
199041,192400,192400
199014,46908,46908
199013,51753,51753
199026,24843,24843
199002,7699,7699
199015,49335,49335
199016,51620,51620
199025,13793,13793
199027,0,0
199028,16206,16206
199029,70138,70138
199042,8325,8325
199043,6773,6773
199019,26782,26782
199017,28022,28022
199018,62569,62569
199020,23054,23054
199024,22795,22795
199033,64546,64546
199039,106551,106551
199040,29999,29999
199050,16365,16365
167002,6604,6604
199022,20409,20409
199021,20374,20374
199023,43286,43286
199052,4928,4928
199051,14652,14652
199054,6078,6078
199057,7,7
199035,34367,34367
199034,16077,16077
199036,15883,15883
199037,11941,11941
199045,23176,23176
199038,121066,121066
199046,22004,22004
199055,7598,7598
199047,21896,21896
199048,121,121
199030,29698,29698
199031,14612,14612
199032,8460,8460
199004,22272,22272
199003,569,569
199005,558,558
164021,516,516
167018,4774,4774
167017,2996,2996
167019,418,418
167026,1225,1225
167024,521,521
167020,82,82
167022,565,565
167014,463,463
167011,4943,4943
166007,7935,7935
166005,18940,18940
166008,36324,36324
167006,716,716
167008,863,863
167007,5775,5775
167009,614,614
164016,3372,3372
164014,83,83
164017,4640,4640
164018,1405,1405
199007,5127,5127
199053,2690,2690
199056,409,409
167028,210,210
199001,2816,2816
164020,42,42
167015,350,350
167012,6194,6194
167001,1439,1439
167013,0,0
167023,35,35
167025,89,89
167005,25,25
167003,168,168
167027,29,29
167010,1431,1431
167016,505,505
166010,200,200
166009,156,156
166011,278,278
199011,3039,3039
164015,4285,4285
199008,291,291
199006,159,159
164022,483,483
199009,145,145
199010,21,21
166004,2,2
Count of simulated events
MigrationEvent,1151
EducationEvent,54623
BirthEvent,40529
DivorceEvent,10731
MarriageEvent,27757
EmploymentEvent,57656
BirthDayEvent,4179992
RenovationEvent,1348530
MoveEvent,165207
LeaveParentsEvent,10463
LicenseEvent,112832
DeathEvent,16969
DemolitionEvent,1166
ConstructionEvent,21263
Year 2018
Age,Men,Women
0,20637,19661
1,20718,19693
2,20946,20044
3,21161,20064
4,21219,19860
5,20734,19734
6,20753,19601
7,20475,19144
8,31431,29590
9,48149,34402
10,33882,32342
11,36419,35473
12,31088,23414
13,30000,32998
14,37255,30297
15,27181,36131
16,30130,32641
17,26387,30875
18,27808,25662
19,30469,37410
20,33512,27423
21,31729,28905
22,28354,29373
23,29778,34182
24,28180,27601
25,33277,29921
26,30482,33348
27,40799,27038
28,33244,43075
29,35571,35941
30,36703,55804
31,37667,42196
32,34359,38478
33,41251,38092
34,44860,41511
35,62934,38233
36,43858,43354
37,33722,36417
38,36725,37100
39,40126,32418
40,32621,35461
41,34309,33149
42,35179,32458
43,31923,40721
44,36589,27826
45,31006,34009
46,31449,27692
47,28281,36049
48,28661,29463
49,28658,35261
50,22212,25645
51,28526,25989
52,23623,22972
53,21791,36074
54,22585,23257
55,23479,24898
56,21984,23177
57,19915,37403
58,18223,21807
59,27771,23764
60,19067,17635
61,18757,18223
62,14776,21160
63,12434,16515
64,14486,20314
65,14343,15577
66,12956,16878
67,10182,17888
68,7265,11396
69,13529,13715
70,14308,8461
71,14829,6857
72,7239,6979
73,5675,7249
74,3970,11680
75,4465,11162
76,4863,8503
77,4260,9272
78,3898,7612
79,3241,7253
80,2460,4481
81,2179,11606
82,2573,5430
83,1936,4527
84,2256,4222
85,1532,4051
86,1487,3518
87,1389,3567
88,790,3218
89,1083,1659
90,754,1466
91,398,1499
92,377,572
93,118,752
94,160,510
95,115,302
96,32,267
97,32,75
98,27,63
99,17,43
100,18,62
hhByType,hh
SIZE_1_INC_LOW,298156
SIZE_2_INC_LOW,282840
SIZE_3_INC_LOW,241257
SIZE_4_INC_LOW,476110
SIZE_1_INC_MEDIUM,497
SIZE_2_INC_MEDIUM,2032
SIZE_3_INC_MEDIUM,2197
SIZE_4_INC_MEDIUM,6969
SIZE_1_INC_HIGH,92
SIZE_2_INC_HIGH,493
SIZE_3_INC_HIGH,239
SIZE_4_INC_HIGH,465
SIZE_1_INC_VERY_HIGH,412
SIZE_2_INC_VERY_HIGH,956
SIZE_3_INC_VERY_HIGH,929
SIZE_4_INC_VERY_HIGH,1624
hhBySize,299157,286321,244622,222202,103178,56843,36268,23553,17031,26093
AveHHSize,3.2159027665844526
AveHHInc,4222.9571737471,MedianHHInc,2711.0
laborParticipationRateByAge,male,female
<18,0.000181,0.000368
18-29,0.231554,0.229834
30-49,0.560860,0.572816
50-64,0.602515,0.605220
>=65,0.197919,0.122342
aveCommuteDistByRegion,minutes
166002,34.637283
164002,38.553646
199041,23.303545
199014,24.209011
199013,28.927893
199026,22.742214
199002,33.65688
199015,23.848907
199016,23.339415
199025,21.34091
199027,NaN
199028,19.67479
199029,20.50889
199042,29.145626
199043,23.950346
199019,24.566015
199017,25.943048
199018,25.272078
199020,24.393396
199024,20.076187
199033,19.508324
199039,20.38806
199040,25.156672
199050,28.833971
167002,29.928991
199022,21.943123
199021,22.067835
199023,21.018175
199052,34.135704
199051,32.96746
199054,38.424767
199057,45.276714
199035,20.816887
199034,20.107626
199036,21.93405
199037,21.820019
199045,28.399439
199038,19.780083
199046,28.08694
199055,34.55982
199047,30.470324
199048,29.78993
199030,18.994686
199031,17.484434
199032,18.07542
199004,43.51702
199003,44.89218
199005,38.372875
164021,31.48625
167018,30.245419
167017,30.826317
167019,28.936522
167026,27.049177
167024,28.51188
167020,27.677319
167022,30.274101
167014,30.12925
167011,29.384142
166007,36.7783
166005,37.946033
166008,35.85177
167006,33.63174
167008,32.176693
167007,39.715687
167009,35.348072
164016,40.983788
164014,42.129932
164017,41.38999
164018,36.739876
199007,32.302116
199053,37.786842
199056,42.163097
167028,23.249489
199001,43.672306
164020,35.4249
167015,29.615376
167012,27.400234
167001,27.96655
167013,NaN
167023,29.024315
167025,32.69942
167005,26.20604
167003,28.75999
167027,25.15932
167010,29.589752
167016,32.8137
166010,38.603214
166009,33.05187
166011,35.923313
199011,28.123854
164015,40.9293
199008,33.22795
199006,31.698633
164022,37.78021
199009,28.830013
199010,27.606876
166004,40.29195
carOwnershipLevel,households
0cars,789889
1car,525379
2cars,0
3+cars,0
QualityLevel,Dwellings
1,82141
2,96227
3,132057
4,874410
CountOfDD,FORMAL,810506
CountOfDD,SEMIDETACHED,116815
CountOfDD,MULTIFAMILY,148698
CountOfDD,BACKYARD_INFORMAL,110863
CountOfDD,INFORMAL,203630
AveMonthlyPrice,FORMAL,941.8993516055393
AveMonthlyPrice,SEMIDETACHED,653.2086979241707
AveMonthlyPrice,MULTIFAMILY,775.7806161784645
AveMonthlyPrice,BACKYARD_INFORMAL,290.6989859205572
AveMonthlyPrice,INFORMAL,359.13547259008936
AveVacancy,FORMAL,0.057312
AveVacancy,SEMIDETACHED,0.058935
AveVacancy,MULTIFAMILY,0.114865
AveVacancy,BACKYARD_INFORMAL,0.022293
AveVacancy,INFORMAL,0.022333
Available land for construction by region
166002,293.405001
164002,1278.005000
199041,14733.735001
199014,3276.250000
199013,4639.370000
199026,1024.655000
199002,19131.095000
199015,2851.985000
199016,8536.130000
199025,189.565000
199027,115.020000
199028,0.035001
199029,4081.630004
199042,298.970000
199043,0.000000
199019,2465.395000
199017,2895.225000
199018,1788.145001
199020,2659.125000
199024,1309.515002
199033,2334.440003
199039,1277.745007
199040,461.640000
199050,414.255000
167002,1357.540000
199022,1401.945001
199021,1070.650001
199023,408.145001
199052,205.145000
199051,844.010000
199054,0.015000
199057,12.885000
199035,2355.820001
199034,377.515001
199036,1.220000
199037,0.040000
199045,7555.670000
199038,5421.020004
199046,0.015002
199055,1877.700000
199047,4258.850000
199048,51.080000
199030,816.650002
199031,0.050001
199032,373.100001
199004,1183.460000
199003,0.050000
199005,1834.725000
164021,0.000000
167018,1852.565000
167017,100.885000
167019,0.030000
167026,68.770000
167024,14.480000
167020,32.735000
167022,14.340000
167014,126.060000
167011,0.015000
166007,0.000000
166005,566.440000
166008,3273.905000
167006,0.010000
167008,0.000000
167007,0.010000
167009,0.005000
164016,656.105000
164014,128.530000
164017,106.890000
164018,20.810000
199007,326.180000
199053,2006.855000
199056,45.505000
167028,19.545000
199001,0.005000
164020,0.120000
167015,55.160000
167012,0.005000
167001,246.610000
167013,248.685000
167023,0.860000
167025,3.500000
167005,27.480000
167003,3.485000
167027,30.535000
167010,0.060000
167016,17.295000
166010,43.210000
166009,10.500000
166011,0.050000
199011,137.635000
164015,0.000000
199008,347.585000
199006,101.060000
164022,35.670000
199009,227.815000
199010,60.970000
166004,79.280000
Housing costs by income group
Income,rent_250,rent_500,rent_750,rent_1000,rent_1250,rent_1500,rent_1750,rent_2000,rent_2250,rent_2500,averageRent
10000,623903,136055,65741,71453,39121,51666,44492,37678,33755,89784,709
20000,43536,10022,6268,6710,4699,5811,6111,6396,5356,9806,913
30000,2870,481,364,428,352,403,622,800,1017,2808,1444
40000,352,54,38,46,24,39,94,60,157,686,1798
50000,278,46,33,33,14,36,25,33,60,341,1920
60000,138,13,12,15,9,11,8,18,32,134,1813
70000,51,6,8,7,7,5,6,7,7,165,4745
80000,397,54,28,41,17,46,38,44,71,1080,4770
90000,145,24,13,20,12,18,11,13,19,527,5364
100000,177,16,19,14,8,21,19,15,35,710,8020
jobByRegion,Empl,total
166002,6671,6671
164002,469,469
199041,193363,193363
199014,47142,47142
199013,52012,52012
199026,24971,24971
199002,7732,7732
199015,49581,49581
199016,51872,51872
199025,13862,13862
199027,0,0
199028,16285,16285
199029,70490,70490
199042,8368,8368
199043,6807,6807
199019,26918,26918
199017,28162,28162
199018,62880,62880
199020,23168,23168
199024,22911,22911
199033,64868,64868
199039,107082,107082
199040,30146,30146
199050,16449,16449
167002,6634,6634
199022,20512,20512
199021,20476,20476
199023,43502,43502
199052,4953,4953
199051,14725,14725
199054,6107,6107
199057,7,7
199035,34539,34539
199034,16157,16157
199036,15963,15963
199037,12003,12003
199045,23296,23296
199038,121679,121679
199046,22114,22114
199055,7639,7639
199047,22003,22003
199048,122,122
199030,29846,29846
199031,14687,14687
199032,8504,8504
199004,22383,22383
199003,572,572
199005,559,559
164021,518,518
167018,4798,4798
167017,3010,3010
167019,420,420
167026,1231,1231
167024,523,523
167020,82,82
167022,568,568
167014,466,466
167011,4968,4968
166007,7975,7975
166005,19036,19036
166008,36504,36504
167006,719,719
167008,867,867
167007,5802,5802
167009,617,617
164016,3390,3390
164014,83,83
164017,4663,4663
164018,1412,1412
199007,5154,5154
199053,2702,2702
199056,411,411
167028,211,211
199001,2830,2830
164020,42,42
167015,351,351
167012,6225,6225
167001,1445,1445
167013,0,0
167023,35,35
167025,90,90
167005,25,25
167003,169,169
167027,30,30
167010,1438,1438
167016,508,508
166010,201,201
166009,157,157
166011,279,279
199011,3055,3055
164015,4306,4306
199008,292,292
199006,160,160
164022,485,485
199009,145,145
199010,21,21
166004,2,2
Count of simulated events
MigrationEvent,786
EducationEvent,57101
BirthEvent,40309
DivorceEvent,10608
MarriageEvent,27930
EmploymentEvent,58357
BirthDayEvent,4200014
RenovationEvent,1368579
MoveEvent,169292
LeaveParentsEvent,12576
LicenseEvent,99781
DeathEvent,17460
DemolitionEvent,1204
ConstructionEvent,22526
Year 2019
Age,Men,Women
0,20112,18940
1,20603,19618
2,20703,19680
3,20926,20031
4,21141,20056
5,21208,19850
6,20724,19731
7,20737,19590
8,20467,19129
9,31405,29573
10,48109,34378
11,33854,32312
12,36400,35447
13,31063,23401
14,29980,32974
15,37227,30272
16,27157,36097
17,30115,32616
18,26366,30854
19,27783,25646
20,30446,37389
21,33489,27409
22,31704,28887
23,28337,29358
24,29753,34163
25,28155,27586
26,33236,29903
27,30451,33337
28,40772,27026
29,33210,43052
30,35538,35924
31,36668,55768
32,37619,42169
33,34314,38460
34,41199,38063
35,44808,41476
36,62859,38198
37,43808,43316
38,33683,36384
39,36672,37069
40,40059,32387
41,32578,35414
42,34243,33101
43,35100,32423
44,31856,40666
45,36522,27784
46,30937,33948
47,31365,27643
48,28192,35987
49,28569,29415
50,28541,35170
51,22132,25581
52,28383,25916
53,23511,22913
54,21664,35948
55,22418,23155
56,23328,24798
57,21825,23053
58,19747,37235
59,18058,21685
60,27493,23653
61,18843,17546
62,18505,18106
63,14585,21031
64,12247,16397
65,14270,20137
66,14119,15453
67,12731,16732
68,9988,17729
69,7133,11281
70,13244,13548
71,13948,8365
72,14440,6769
73,7032,6863
74,5509,7126
75,3833,11466
76,4285,10930
77,4693,8285
78,4036,8988
79,3708,7354
80,3042,6984
81,2283,4290
82,2012,11021
83,2359,5148
84,1764,4236
85,2009,3893
86,1350,3713
87,1319,3156
88,1199,3154
89,680,2821
90,895,1411
91,626,1230
92,321,1224
93,281,467
94,82,575
95,115,392
96,79,221
97,18,190
98,23,51
99,18,40
100,24,67
hhByType,hh
SIZE_1_INC_LOW,312602
SIZE_2_INC_LOW,289877
SIZE_3_INC_LOW,244456
SIZE_4_INC_LOW,476075
SIZE_1_INC_MEDIUM,514
SIZE_2_INC_MEDIUM,1886
SIZE_3_INC_MEDIUM,2065
SIZE_4_INC_MEDIUM,7153
SIZE_1_INC_HIGH,96
SIZE_2_INC_HIGH,516
SIZE_3_INC_HIGH,228
SIZE_4_INC_HIGH,469
SIZE_1_INC_VERY_HIGH,404
SIZE_2_INC_VERY_HIGH,947
SIZE_3_INC_VERY_HIGH,907
SIZE_4_INC_VERY_HIGH,1541
hhBySize,313616,293226,247656,224068,104633,57293,35537,23300,16593,23814
AveHHSize,3.1710478780894147
AveHHInc,4200.020489111288,MedianHHInc,2656.0
laborParticipationRateByAge,male,female
<18,0.000144,0.000336
18-29,0.216555,0.210389
30-49,0.558410,0.568156
50-64,0.599614,0.602799
>=65,0.198445,0.126151
aveCommuteDistByRegion,minutes
166002,35.072636
164002,38.85784
199041,23.596691
199014,24.392902
199013,29.124893
199026,22.799248
199002,33.939877
199015,24.034878
199016,23.532751
199025,21.564268
199027,NaN
199028,19.774248
199029,20.69969
199042,29.431293
199043,24.259712
199019,24.798805
199017,26.1522
199018,25.553108
199020,24.54577
199024,20.228949
199033,19.68878
199039,20.63755
199040,25.313946
199050,29.04652
167002,30.016153
199022,21.998245
199021,22.2238
199023,21.129557
199052,34.2675
199051,33.4206
199054,38.573757
199057,46.62298
199035,20.86522
199034,20.2214
199036,22.08652
199037,21.987738
199045,28.78206
199038,19.97549
199046,28.401804
199055,34.939335
199047,30.743105
199048,29.839468
199030,19.115597
199031,17.519377
199032,18.104742
199004,44.281216
199003,44.768623
199005,38.223557
164021,32.301987
167018,30.315758
167017,31.118725
167019,29.902998
167026,27.46597
167024,28.757874
167020,26.671225
167022,29.835161
167014,29.950264
167011,29.60788
166007,37.71867
166005,38.726997
166008,36.580322
167006,33.820686
167008,32.77723
167007,40.26027
167009,35.45199
164016,40.79074
164014,42.012634
164017,41.970867
164018,37.338055
199007,32.403473
199053,37.974564
199056,42.795395
167028,23.709322
199001,45.178894
164020,36.24153
167015,28.667965
167012,27.775877
167001,28.371637
167013,NaN
167023,29.587975
167025,30.296722
167005,26.756954
167003,29.726147
167027,25.40711
167010,30.115484
167016,33.53207
166010,39.650417
166009,32.548027
166011,35.15615
199011,28.431562
164015,41.545574
199008,33.465458
199006,30.853622
164022,38.550423
199009,28.786648
199010,28.065098
166004,39.80763
carOwnershipLevel,households
0cars,818250
1car,521486
2cars,0
3+cars,0
QualityLevel,Dwellings
1,86981
2,98681
3,134035
4,865138
CountOfDD,FORMAL,818810
CountOfDD,SEMIDETACHED,119979
CountOfDD,MULTIFAMILY,152570
CountOfDD,BACKYARD_INFORMAL,114581
CountOfDD,INFORMAL,208873
AveMonthlyPrice,FORMAL,941.7487125749664
AveMonthlyPrice,SEMIDETACHED,667.6742885431755
AveMonthlyPrice,MULTIFAMILY,782.1663905080346
AveMonthlyPrice,BACKYARD_INFORMAL,305.1383756172257
AveMonthlyPrice,INFORMAL,365.0656901442924
AveVacancy,FORMAL,0.055552
AveVacancy,SEMIDETACHED,0.058297
AveVacancy,MULTIFAMILY,0.113855
AveVacancy,BACKYARD_INFORMAL,0.021459
AveVacancy,INFORMAL,0.020135
Available land for construction by region
166002,225.060001
164002,1202.335001
199041,14655.485001
199014,3255.045000
199013,4609.245000
199026,997.800000
199002,19045.030000
199015,2814.275000
199016,8480.295000
199025,105.580000
199027,114.820000
199028,0.035001
199029,3796.870004
199042,291.965000
199043,0.000000
199019,2412.715000
199017,2825.275000
199018,1757.670001
199020,2608.635000
199024,1177.840003
199033,2203.935004
199039,976.055007
199040,302.395000
199050,412.380000
167002,1319.645000
199022,1366.625001
199021,957.560001
199023,305.540002
199052,194.700000
199051,816.335001
199054,0.015000
199057,10.815000
199035,2193.440001
199034,269.860001
199036,0.440000
199037,0.040000
199045,7501.380000
199038,5195.525005
199046,0.015002
199055,1859.355000
199047,4213.820000
199048,46.230000
199030,648.025002
199031,0.050001
199032,314.325001
199004,1124.155000
199003,0.025000
199005,1819.035000
164021,0.000000
167018,1790.059999
167017,81.205000
167019,0.030000
167026,63.330000
167024,8.760000
167020,32.235000
167022,10.490000
167014,120.680000
167011,0.015000
166007,0.000000
166005,519.710000
166008,3241.615000
167006,0.010000
167008,0.000000
167007,0.010000
167009,0.005000
164016,650.405000
164014,127.805000
164017,77.110000
164018,12.705000
199007,321.910000
199053,1990.290000
199056,42.155000
167028,16.905000
199001,0.005000
164020,0.075000
167015,53.885000
167012,0.005000
167001,231.985000
167013,248.105000
167023,0.040000
167025,2.750000
167005,26.745000
167003,2.235000
167027,30.035000
167010,0.060000
167016,9.430000
166010,41.060000
166009,9.750000
166011,0.050000
199011,119.895000
164015,0.000000
199008,341.185000
199006,99.845000
164022,30.280000
199009,225.335000
199010,60.660000
166004,77.740000
Housing costs by income group
Income,rent_250,rent_500,rent_750,rent_1000,rent_1250,rent_1500,rent_1750,rent_2000,rent_2250,rent_2500,averageRent
10000,630556,145881,66073,71428,41850,51706,39156,44303,33358,91384,720
20000,45750,10846,6476,6805,4998,6188,5241,6886,4765,9360,888
30000,3049,583,371,440,397,534,475,1001,758,2501,1370
40000,349,53,49,41,30,56,80,122,128,601,1754
50000,296,38,30,31,18,28,34,38,69,336,1801
60000,143,16,13,16,8,14,6,23,28,124,1757
70000,82,9,9,15,9,12,9,10,17,172,3724
80000,430,58,26,46,23,53,35,61,71,933,4055
90000,175,30,11,21,10,15,19,19,29,424,4516
100000,209,17,22,18,8,19,16,21,44,592,6599
jobByRegion,Empl,total
166002,6706,6706
164002,472,472
199041,194327,194327
199014,47375,47375
199013,52272,52272
199026,25093,25093
199002,7760,7760
199015,49832,49832
199016,52131,52131
199025,13930,13930
199027,0,0
199028,16368,16368
199029,70841,70841
199042,8409,8409
199043,6841,6841
199019,27051,27051
199017,28306,28306
199018,63196,63196
199020,23285,23285
199024,23023,23023
199033,65190,65190
199039,107618,107618
199040,30298,30298
199050,16530,16530
167002,6668,6668
199022,20615,20615
199021,20576,20576
199023,43721,43721
199052,4976,4976
199051,14802,14802
199054,6139,6139
199057,7,7
199035,34710,34710
199034,16236,16236
199036,16043,16043
199037,12062,12062
199045,23412,23412
199038,122281,122281
199046,22224,22224
199055,7678,7678
199047,22114,22114
199048,122,122
199030,29996,29996
199031,14762,14762
199032,8548,8548
199004,22490,22490
199003,575,575
199005,561,561
164021,521,521
167018,4821,4821
167017,3025,3025
167019,422,422
167026,1237,1237
167024,526,526
167020,83,83
167022,571,571
167014,467,467
167011,4991,4991
166007,8015,8015
166005,19131,19131
166008,36690,36690
167006,723,723
167008,872,872
167007,5831,5831
167009,620,620
164016,3407,3407
164014,83,83
164017,4686,4686
164018,1419,1419
199007,5178,5178
199053,2715,2715
199056,414,414
167028,212,212
199001,2844,2844
164020,42,42
167015,353,353
167012,6256,6256
167001,1452,1452
167013,0,0
167023,35,35
167025,90,90
167005,26,26
167003,170,170
167027,30,30
167010,1445,1445
167016,510,510
166010,202,202
166009,158,158
166011,280,280
199011,3069,3069
164015,4328,4328
199008,293,293
199006,161,161
164022,487,487
199009,146,146
199010,21,21
166004,2,2
Count of simulated events
MigrationEvent,515
EducationEvent,63027
BirthEvent,39060
DivorceEvent,10778
MarriageEvent,27973
EmploymentEvent,55306
BirthDayEvent,4219994
RenovationEvent,1389977
MoveEvent,171567
LeaveParentsEvent,14443
LicenseEvent,87427
DeathEvent,18631
DemolitionEvent,1130
ConstructionEvent,25431
Year 2020
Age,Men,Women
0,19457,18292
1,20058,18915
2,20603,19618
3,20705,19684
4,20930,20033
5,21148,20060
6,21210,19855
7,20726,19733
8,20732,19589
9,20468,19130
10,31407,29571
11,48111,34380
12,33850,32306
13,36396,35446
14,31059,23404
15,29977,32969
16,37228,30270
17,27149,36098
18,30119,32610
19,26366,30852
20,27779,25647
21,30442,37389
22,33481,27412
23,31696,28879
24,28321,29354
25,29745,34164
26,28144,27589
27,33230,29901
28,30448,33338
29,40748,27024
30,33196,43051
31,35534,35921
32,36662,55761
33,37610,42157
34,34289,38446
35,41173,38068
36,44774,41476
37,62816,38194
38,43787,43304
39,33647,36362
40,36633,37057
41,40029,32368
42,32546,35401
43,34187,33078
44,35054,32401
45,31808,40642
46,36457,27759
47,30849,33906
48,31289,27601
49,28113,35932
50,28476,29349
51,28438,35086
52,22025,25523
53,28249,25857
54,23393,22857
55,21533,35831
56,22278,23084
57,23157,24717
58,21651,22944
59,19554,37051
60,17899,21571
61,27198,23526
62,18628,17441
63,18271,17990
64,14379,20875
65,12079,16262
66,14069,19945
67,13820,15321
68,12514,16577
69,9773,17527
70,6986,11143
71,12916,13383
72,13589,8256
73,14066,6679
74,6826,6752
75,5331,6994
76,3712,11226
77,4116,10670
78,4496,8085
79,3817,8699
80,3507,7084
81,2841,6690
82,2109,4087
83,1852,10393
84,2157,4837
85,1567,3927
86,1786,3536
87,1185,3374
88,1124,2802
89,991,2777
90,563,2411
91,727,1179
92,489,1000
93,252,980
94,209,372
95,57,427
96,86,286
97,52,160
98,14,127
99,15,38
100,25,67
hhByType,hh
SIZE_1_INC_LOW,327866
SIZE_2_INC_LOW,297649
SIZE_3_INC_LOW,247839
SIZE_4_INC_LOW,475421
SIZE_1_INC_MEDIUM,508
SIZE_2_INC_MEDIUM,1825
SIZE_3_INC_MEDIUM,2009
SIZE_4_INC_MEDIUM,7284
SIZE_1_INC_HIGH,101
SIZE_2_INC_HIGH,518
SIZE_3_INC_HIGH,224
SIZE_4_INC_HIGH,457
SIZE_1_INC_VERY_HIGH,387
SIZE_2_INC_VERY_HIGH,938
SIZE_3_INC_VERY_HIGH,904
SIZE_4_INC_VERY_HIGH,1487
hhBySize,328862,300930,250976,225520,106283,57332,34995,22776,15936,21807
AveHHSize,3.125202776880616
AveHHInc,4177.27810624886,MedianHHInc,2639.0
laborParticipationRateByAge,male,female
<18,0.000139,0.000325
18-29,0.200600,0.185389
30-49,0.555987,0.561712
50-64,0.598026,0.601787
>=65,0.189747,0.122577
aveCommuteDistByRegion,minutes
166002,35.48077
164002,39.057278
199041,23.84782
199014,24.522831
199013,29.402273
199026,22.957335
199002,34.108173
199015,24.173082
199016,23.726675
199025,21.772188
199027,NaN
199028,19.915136
199029,20.843302
199042,29.619598
199043,24.51955
199019,25.018011
199017,26.302355
199018,25.82539
199020,24.717327
199024,20.349838
199033,19.836046
199039,20.829975
199040,25.502153
199050,29.167255
167002,30.107744
199022,22.089573
199021,22.295805
199023,21.203289
199052,34.448692
199051,33.71533
199054,39.11233
199057,47.078716
199035,21.004309
199034,20.326637
199036,22.094088
199037,22.142836
199045,29.12843
199038,20.212309
199046,28.740213
199055,35.260494
199047,31.02792
199048,30.206738
199030,19.222027
199031,17.590193
199032,18.258055
199004,44.70247
199003,45.658226
199005,38.975563
164021,32.614452
167018,30.33282
167017,31.4658
167019,29.835314
167026,27.98059
167024,28.916445
167020,26.645248
167022,30.040438
167014,29.999239
167011,30.015953
166007,38.38931
166005,39.42628
166008,37.20413
167006,33.427586
167008,32.8971
167007,40.669838
167009,36.726147
164016,41.412384
164014,43.93341
164017,42.205486
164018,38.363033
199007,32.30686
199053,38.157616
199056,42.424175
167028,24.060064
199001,45.278515
164020,37.27286
167015,28.453924
167012,28.018694
167001,28.573952
167013,NaN
167023,30.035316
167025,30.973627
167005,27.343775
167003,30.302595
167027,25.348516
167010,29.836983
167016,33.848198
166010,39.79059
166009,33.032356
166011,35.672928
199011,28.738811
164015,41.915195
199008,33.59247
199006,32.41933
164022,39.407864
199009,28.871471
199010,28.202227
166004,43.039776
carOwnershipLevel,households
0cars,847640
1car,517777
2cars,0
3+cars,0
QualityLevel,Dwellings
1,91421
2,101209
3,135583
4,856622
CountOfDD,FORMAL,827395
CountOfDD,SEMIDETACHED,123065
CountOfDD,MULTIFAMILY,156592
CountOfDD,BACKYARD_INFORMAL,118556
CountOfDD,INFORMAL,213564
AveMonthlyPrice,FORMAL,940.0056222402392
AveMonthlyPrice,SEMIDETACHED,682.1614751517662
AveMonthlyPrice,MULTIFAMILY,793.6693489626658
