Year 2000
Age,Men,Women
60,57411,62815
61,57557,63042
62,50859,55042
63,43946,50827
64,43531,47945
65,40076,45264
66,38208,43346
67,37851,39707
68,34791,40949
69,33461,37185
70,30150,34496
71,30727,34689
72,28780,34836
73,27580,36161
74,26278,37215
75,24946,35312
76,25507,33856
77,21548,30815
78,21041,31306
79,19742,29751
80,17596,28112
81,15412,26365
82,14885,24760
83,12789,21823
84,11662,20299
85,9011,17167
86,7593,15235
87,5877,12549
88,4981,11017
89,3875,9862
90,3610,8217
91,2560,6364
92,1925,4671
93,1329,3715
94,757,2537
95,672,1981
96,363,1632
97,134,927
98,166,641
99,114,489
100,129,754
ppByRace,hh
white,7712685
black,2311246
hispanic,642533
other,779323
hhByType,hh
SIZE_1_INC_LOW,498227
SIZE_2_INC_LOW,168202
SIZE_3_INC_LOW,66216
SIZE_4_INC_LOW,57526
SIZE_1_INC_MEDIUM,331749
SIZE_2_INC_MEDIUM,282714
SIZE_3_INC_MEDIUM,116401
SIZE_4_INC_MEDIUM,123532
SIZE_1_INC_HIGH,190741
SIZE_2_INC_HIGH,280422
SIZE_3_INC_HIGH,149995
SIZE_4_INC_HIGH,195922
SIZE_1_INC_VERY_HIGH,187456
SIZE_2_INC_VERY_HIGH,657044
SIZE_3_INC_VERY_HIGH,448777
SIZE_4_INC_VERY_HIGH,709958
hhByRace,hh
white,3028724
black,844616
hispanic,147636
other,443906
hhBySize,1208173,1388382,781389,605737,301194,115744,39656,14086,5858,4663
AveHHSize,2.563514
AveHHInc,-431.0,MedianHHInc,54044.0
laborParticipationRateByAge,male,female
<18,0.012766,0.013531
18-29,0.620461,0.588154
30-49,0.777485,0.677522
50-64,0.685744,0.584852
>=65,0.197939,0.107197
aveCommuteDistByRegion,minutes
1,54.388866
4,59.764313
2,58.81469
6,72.796844
3,69.54949
5,53.480015
10,52.859463
9,51.926716
11,74.192085
8,88.78287
12,81.451584
7,88.93418
21,69.013885
13,48.36634
14,61.126907
15,57.16144
17,60.89157
16,76.0455
20,85.56232
19,77.14616
18,77.03224
22,73.647
31,75.18824
30,87.999214
23,54.207813
24,73.17672
29,73.62203
28,87.20794
25,67.76735
26,115.79596
27,105.64661
carOwnershipLevel,households
0cars,1007763
1car,1581066
2cars,1440748
3+cars,435305
QualityLevel,Dwellings
1,78975
2,896818
3,1309534
4,2082558
CountOfDD,SFD,2302489
CountOfDD,SFA,848374
CountOfDD,MF234,283721
CountOfDD,MF5plus,924672
CountOfDD,MH,180577
AveMonthlyPrice,SFD,929.6549814712274
AveMonthlyPrice,SFA,773.9227974889187
AveMonthlyPrice,MF234,534.5940332235141
AveMonthlyPrice,MF5plus,669.4973277790481
AveMonthlyPrice,MH,468.8514018570864
AveVacancy,SFD,0.017076
AveVacancy,SFA,0.025016
AveVacancy,MF234,0.035192
AveVacancy,MF5plus,0.033203
AveVacancy,MH,0.015587
Available land for construction by region
1,42570.000000
4,19442.000000
2,16481.000000
6,21436.000000
3,69206.000000
5,18126.000000
10,32516.000000
9,82033.000000
11,64432.000000
8,91444.000000
12,123069.000000
7,192442.000000
21,1540.000000
13,509.000000
14,0.000000
15,26234.000000
17,55126.000000
16,44015.000000
20,0.000000
19,0.000000
18,0.000000
22,0.000000
31,0.000000
30,0.000000
23,0.000000
24,0.000000
29,0.000000
28,0.000000
25,0.000000
26,0.000000
27,0.000000
Housing costs by income group
Income,rent_250,rent_500,rent_750,rent_1000,rent_1250,rent_1500,rent_1750,rent_2000,rent_2250,rent_2500,averageRent
10000,79096,119721,129616,35864,17893,9637,5509,2419,1849,5182,564
20000,53448,121156,139748,34739,15231,7829,4380,1770,1345,3739,570
30000,42918,123190,158600,47129,19683,9111,4729,1880,1485,3795,602
40000,39053,116401,169737,63351,26653,12182,6117,2327,1698,4360,642
50000,27122,96485,155244,76792,35228,16435,7801,2929,2057,4952,705
60000,19445,75996,134788,80242,41802,19966,9232,3107,2357,5093,759
70000,20537,59001,113350,76503,44282,22831,10932,3686,2669,5259,799
80000,18904,43678,88369,68221,44549,25430,12946,4423,2671,5511,851
90000,14225,30657,64993,54700,41822,25663,13882,4836,3049,4998,908
100000,53145,97681,207636,162592,158959,129984,100939,48485,36442,74799,1139
jobByRegion,RET,OFF,IND,OTH,total
1,42486,195965,37978,135895,412324
4,50786,113417,24723,84503,273429
2,74422,176236,35788,110603,397049
6,10429,20751,7918,18179,57277
3,23345,43120,15624,33809,115898
5,19957,75961,15694,39107,150719
10,93332,258193,48457,111732,511714
9,80520,80538,52683,129427,343168
11,25924,52188,28086,59581,165779
8,27278,45866,19479,14912,107535
12,7538,13587,6679,17125,44929
7,24850,44508,19814,55883,145055
21,3347,6641,4416,9032,23436
13,74566,418685,59716,172237,725204
14,57076,161754,30703,40891,290424
15,115831,450293,63007,34851,663982
17,17668,48192,25314,28627,119801
16,41237,54549,26526,13119,135431
20,2800,4985,4155,5421,17361
19,17770,26400,24451,24451,93072
18,4628,9395,4897,2682,21602
22,11813,16445,14472,15056,57786
31,8783,19755,7935,12940,49413
30,3765,9290,5359,9267,27681
23,48477,151792,28619,84214,313102
24,22467,51045,20912,44695,139119
29,14077,23647,12551,22419,72694
28,20213,37074,27111,33287,117685
25,39733,103336,43159,64439,250667
26,45036,72201,60558,64585,242380
27,32761,58267,48847,44820,184695
InmigrantsPP,94158
OutmigrantsPP,632
Count of simulated events
EmploymentEvent,200315
BirthDayEvent,11399654
RenovationEvent,4539738
LeaveParentsEvent,32622
DeathEvent,94927
BirthEvent,147017
LicenseEvent,447777
ConstructionEvent,68769
MarriageEvent,109120
EducationEvent,158432
MoveEvent,189119
DivorceEvent,41811
MigrationEvent,36707
DemolitionEvent,181
AddedCar,0
RelinquishedCar,0
SwitchedToAV,0
Year 2005
Age,Men,Women
0,75975,72292
1,76702,73127
2,78271,74731
3,79443,75570
4,79417,76530
5,78434,75277
6,79586,78356
7,77891,76710
8,80243,77258
9,80720,78905
10,83226,80453
11,82326,80051
12,86075,83791
13,88102,83771
14,89450,85638
15,92106,84392
16,86406,83090
17,83096,79487
18,84718,79617
19,81296,78417
20,81474,78365
21,77745,76570
22,74640,74551
23,66361,60401
24,57290,56314
25,55767,56990
26,57698,59479
27,59966,65660
28,63861,69940
29,62725,69177
30,64267,72432
31,62838,70013
32,71753,78153
33,76865,84952
34,80536,86464
35,84038,88036
36,82648,87715
37,78632,87855
38,84141,90290
39,88677,96802
40,95330,102485
41,93993,101324
42,92995,101938
43,93720,104000
44,97613,103036
45,91985,101425
46,92106,97988
47,91567,99477
48,89107,95476
49,85634,93062
50,86659,92740
51,78526,89814
52,81532,89595
53,78192,87131
54,74038,84251
55,75361,84023
56,74926,80060
57,74530,82389
58,74360,80595
59,57467,62115
60,57194,64484
61,57007,62699
62,57152,62879
63,50392,54891
64,43597,50724
65,43044,47625
66,39419,44900
67,37612,42999
68,37230,39454
69,34232,40639
70,32687,36785
71,29324,34043
72,29822,34152
73,27892,34301
74,26772,35654
75,25237,36443
76,23768,34323
77,24219,32883
78,20478,29900
79,20036,30382
80,18402,28498
81,16125,26545
82,14047,24925
83,13651,23456
84,11714,20663
85,10390,18765
86,7814,15512
87,6550,13722
88,5060,11279
89,4262,9948
90,3207,8549
91,2846,6802
92,1987,5293
93,1543,3878
94,1036,3050
95,519,2007
96,466,1448
97,266,1164
98,99,679
99,107,481
100,139,769
ppByRace,hh
white,7791370
black,2340534
hispanic,654801
other,803824
hhByType,hh
SIZE_1_INC_LOW,501785
SIZE_2_INC_LOW,173581
SIZE_3_INC_LOW,65444
SIZE_4_INC_LOW,57197
SIZE_1_INC_MEDIUM,318659
SIZE_2_INC_MEDIUM,291358
SIZE_3_INC_MEDIUM,118872
SIZE_4_INC_MEDIUM,129446
SIZE_1_INC_HIGH,180925
SIZE_2_INC_HIGH,286297
SIZE_3_INC_HIGH,152876
SIZE_4_INC_HIGH,208868
SIZE_1_INC_VERY_HIGH,177725
SIZE_2_INC_VERY_HIGH,663986
SIZE_3_INC_VERY_HIGH,450655
SIZE_4_INC_VERY_HIGH,754355
hhByRace,hh
white,3065475
black,859027
hispanic,154978
other,452549
hhBySize,1245003,1400937,789628,605052,304007,120249,42095,14794,5870,4394
AveHHSize,2.55747
AveHHInc,376.0,MedianHHInc,53116.0
laborParticipationRateByAge,male,female
<18,0.012515,0.013556
18-29,0.617898,0.585701
30-49,0.776882,0.677403
50-64,0.684528,0.582464
>=65,0.198071,0.107955
aveCommuteDistByRegion,minutes
1,56.038452
4,60.83256
2,60.843723
6,73.671196
3,71.48305
5,54.28209
10,54.181946
9,53.22803
11,75.30815
8,89.786804
12,83.80559
7,93.13644
21,74.33618
13,49.901985
14,63.547665
15,58.31663
17,61.83045
16,77.1214
20,88.180565
19,78.3278
18,77.877716
22,74.85044
31,76.32031
30,91.27522
23,56.44866
24,75.18739
29,77.61028
28,88.9878
25,70.038666
26,117.361496
27,108.59942
carOwnershipLevel,households
0cars,1104414
1car,1609559
2cars,1422696
3+cars,395360
QualityLevel,Dwellings
1,85478
2,898097
3,1301529
4,2082781
CountOfDD,SFD,2332235
CountOfDD,SFA,863645
CountOfDD,MF234,288334
CountOfDD,MF5plus,941582
CountOfDD,MH,182625
AveMonthlyPrice,SFD,919.9551631179231
AveMonthlyPrice,SFA,768.91064831394
AveMonthlyPrice,MF234,533.9064432011293
AveMonthlyPrice,MF5plus,666.5328455577774
AveMonthlyPrice,MH,471.12863857079833
AveVacancy,SFD,0.012391
AveVacancy,SFA,0.017747
AveVacancy,MF234,0.023646
AveVacancy,MF5plus,0.024813
AveVacancy,MH,0.009486
Available land for construction by region
1,40006.000000
4,14427.000000
2,10446.000000
6,21148.000000
3,62908.000000
5,13218.000000
10,30052.000000
9,73532.000000
11,59501.000000
8,91384.000000
12,122823.000000
7,185671.000000
21,1501.000000
13,384.000000
14,0.000000
15,6139.000000
17,54913.000000
16,43799.000000
20,0.000000
19,0.000000
18,0.000000
22,0.000000
31,0.000000
30,0.000000
23,0.000000
24,0.000000
29,0.000000
28,0.000000
25,0.000000
26,0.000000
27,0.000000
Housing costs by income group
Income,rent_250,rent_500,rent_750,rent_1000,rent_1250,rent_1500,rent_1750,rent_2000,rent_2250,rent_2500,averageRent
10000,87160,121341,139840,41041,20202,10899,6458,2978,2164,5581,572
20000,60607,118734,143039,38291,17078,8606,4770,2204,1612,4183,576
30000,49869,118899,158986,50245,20962,9876,5156,2337,1631,4093,605
40000,46595,113300,168311,65153,27904,12706,6541,2753,1875,4627,642
50000,29864,92985,153685,79058,37131,17735,8807,3490,2413,5344,716
60000,21837,73555,133347,81455,42840,20969,9950,3886,2637,5381,767
70000,26179,56980,110378,75892,44444,23214,11580,4438,3090,5881,802
80000,22680,42304,86736,67576,44565,25671,13517,5000,3034,5752,851
90000,17146,29659,64319,53794,41358,25464,14140,5401,3359,5049,905
100000,64395,92556,206487,161194,153523,127466,97394,50693,38880,65865,1118
jobByRegion,RET,OFF,IND,OTH,total
1,42486,195965,37978,135895,412324
4,50786,113417,24723,84503,273429
2,74422,176236,35788,110603,397049
6,10429,20751,7918,18179,57277
3,23345,43120,15624,33809,115898
5,19957,75961,15694,39107,150719
10,93332,258193,48457,111732,511714
9,80520,80538,52683,129427,343168
11,25924,52188,28086,59581,165779
8,27278,45866,19479,14912,107535
12,7538,13587,6679,17125,44929
7,24850,44508,19814,55883,145055
21,3347,6641,4416,9032,23436
13,74566,418685,59716,172237,725204
14,57076,161754,30703,40891,290424
15,115831,450293,63007,34851,663982
17,17668,48192,25314,28627,119801
16,41237,54549,26526,13119,135431
20,2800,4985,4155,5421,17361
19,17770,26400,24451,24451,93072
18,4628,9395,4897,2682,21602
22,11813,16445,14472,15056,57786
31,8783,19755,7935,12940,49413
30,3765,9290,5359,9267,27681
23,48477,151792,28619,84214,313102
24,22467,51045,20912,44695,139119
29,14077,23647,12551,22419,72694
28,20213,37074,27111,33287,117685
25,39733,103336,43159,64439,250667
26,45036,72201,60558,64585,242380
27,32761,58267,48847,44820,184695
